"trans","plot","spcode","Plant.ID","mean.dam","n.leaves.mar","n.dam.mar","trans.type","EG.adult","SP.adult","PHAaqu","Avena","BD","BH","FESper","BROste","FESmyu","BRAdis","AVEfat","mean.dam.apr","n.leaves.apr","n.dam.apr","Seed.estimate","zseeds","zdam.mar","zdam.apr","fungus.id"
"6","A","EG","EG235",0.0106666666666667,6,6,"ELGL",7,1,0,130,57.77777778,274.4444444,0,0,115.5555556,0,0,0.019,6,6,205.3433363,-0.43917028766674,0.223968919784081,-0.488800375506794,"E"
"6","E","EG","EG240",0.000666666666666667,6,4,"ELGL",1,0,1,264.4444444,37.77777778,377.7777778,0,0,0,0,0,0.009,6,5,417.419241,0.369471969861143,-0.663036703123171,-0.630377423260589,"G"
"6","D","EG","EG246",5e-04,6,3,"ELGL",3,4,0,122.2222222,18.33333333,409.4444444,0,0,0,0,0,NA,NA,NA,171.6804943,-0.567526201499532,-0.677820130171625,NA,NA
"6","D","EG","EG247",0.00183333333333333,6,2,"ELGL",3,4,0,122.2222222,18.33333333,409.4444444,0,0,0,0,0,NA,NA,NA,440.9832304,0.459321109544097,-0.559552713783991,NA,NA
"6","D","EG","EG249",0.00383333333333333,6,5,"ELGL",3,4,0,122.2222222,18.33333333,409.4444444,0,0,0,0,0,NA,NA,NA,764.1465137,1.69153788272019,-0.382151589202541,NA,NA
"6","B","EG","EG253",0.025,6,2,"ELGL",6,2,0,83.33333333,5.555555556,388.8888889,0,0,0,0,0,NA,NA,NA,10,-1.18401151176579,1.49534364595114,NA,NA
"6","B","EG","EG254",0.00516666666666667,6,4,"ELGL",6,2,0,83.33333333,5.555555556,388.8888889,0,0,0,0,0,NA,NA,NA,407.3203883,0.330965195330007,-0.263884172814907,NA,NA
"6","B","EG","EG255",0.0335,6,3,"ELGL",6,2,0,83.33333333,5.555555556,388.8888889,0,0,0,0,0,NA,NA,NA,27,-1.11919076563991,2.24929842542231,NA,NA
"8","D","EG","EG328",0.0173333333333333,3,3,"ELGL",5,4,0,8,6.666666667,3.333333333,80,46.66666667,0,0,48.66666667,NA,NA,NA,98,-0.848468825937726,0.815306001722249,NA,NA
"2","C","PA","PA001",0.00833333333333333,6,1,"PHAQ",0,4,4,70,0,81.66666667,0,0,0,202.2222222,0,0.025,6,2,NA,NA,0.00163739713041875,0.38274419429454,"V"
"2","C","PA","PA002",0.00833333333333333,6,1,"PHAQ",0,4,4,70,0,81.66666667,0,0,0,202.2222222,0,0.000166666666666667,6,1,NA,NA,0.00163739713041875,-0.481329820097679,NA
"2","C","PA","PA003",0.000166666666666667,6,1,"PHAQ",0,4,4,70,0,81.66666667,0,0,0,202.2222222,0,0.000166666666666667,6,1,NA,NA,-0.407548145761237,-0.481329820097679,"L"
"2","D","PA","PA010",0,6,0,"PHAQ",0,4,3,30.55555556,0,183.3333333,0,0,0,0,0,NA,NA,NA,NA,NA,-0.415898871126373,NA,NA
"2","D","PA","PA011",0.00866666666666667,6,3,"PHAQ",0,4,3,30.55555556,0,183.3333333,0,0,0,0,0,NA,NA,NA,NA,NA,0.0183388478606904,NA,NA
"7","A","PA","PA050",0,6,0,"PHAQ",0,0,6,0,0,18.88888889,0,0,0,0,0,0.025,6,2,NA,NA,-0.415898871126373,0.38274419429454,NA
"7","A","PA","PA051",0,6,0,"PHAQ",0,0,6,0,0,18.88888889,0,0,0,0,0,0.000166666666666667,6,1,NA,NA,-0.415898871126373,-0.481329820097679,NA
"7","A","PA","PA052",0.000166666666666667,6,1,"PHAQ",0,0,6,0,0,18.88888889,0,0,0,0,0,0.126666666666667,6,3,NA,NA,-0.407548145761237,3.92022841428953,NA
"7","B","PA","PA053",0,6,0,"PHAQ",0,0,5,0,0,2.222222222,0,131.1111111,0,0,0,NA,NA,NA,NA,NA,-0.415898871126373,NA,NA
"7","B","PA","PA054",0.00833333333333333,6,1,"PHAQ",0,0,5,0,0,2.222222222,0,131.1111111,0,0,0,NA,NA,NA,NA,NA,0.00163739713041875,NA,NA
"7","B","PA","PA055",0,6,0,"PHAQ",0,0,5,0,0,2.222222222,0,131.1111111,0,0,0,NA,NA,NA,NA,NA,-0.415898871126373,NA,NA
"7","C","PA","PA056",0.00166666666666667,6,1,"PHAQ",1,0,3,0,0,141.6666667,0,0,0,0,0,0.0833333333333333,6,1,NA,NA,-0.332391617475014,2.41244825494741,NA
"7","C","PA","PA057",0.00833333333333333,6,1,"PHAQ",1,0,3,0,0,141.6666667,0,0,0,0,0,0.0335,6,3,NA,NA,0.00163739713041875,0.678501071703958,NA
"7","C","PA","PA058",0,6,0,"PHAQ",1,0,3,0,0,141.6666667,0,0,0,0,0,0.002,6,3,NA,NA,-0.415898871126373,-0.417539121048589,NA
"7","D","PA","PA059",0,6,0,"PHAQ",0,0,5,0,0,313.3333333,0,0,0,0,0,NA,NA,NA,NA,NA,-0.415898871126373,NA,NA
"2","B","PA","PA060",0.00183333333333333,6,2,"PHAQ",0,0,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.324040892109879,NA,NA
"2","B","PA","PA061",0,6,0,"PHAQ",0,0,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.415898871126373,NA,NA
"2","B","PA","PA062",0.002,6,3,"PHAQ",0,0,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.315690166744743,NA,NA
"2","A","PA","PA063",0.000166666666666667,6,1,"PHAQ",0,0,7,0,0,0,0,0,0,0,0,5e-04,6,3,NA,NA,-0.407548145761237,-0.469731511179663,NA
"2","A","PA","PA064",0.000166666666666667,6,1,"PHAQ",0,0,7,0,0,0,0,0,0,0,0,0.00833333333333333,6,1,NA,NA,-0.407548145761237,-0.197171251606278,NA
"7","D","PA","PA065",0,6,0,"PHAQ",0,0,5,0,0,313.3333333,0,0,0,0,0,NA,NA,NA,NA,NA,-0.415898871126373,NA,NA
"7","D","PA","PA066",0,6,0,"PHAQ",0,0,5,0,0,313.3333333,0,0,0,0,0,NA,NA,NA,NA,NA,-0.415898871126373,NA,NA
"7","E","PA","PA067",0,6,0,"PHAQ",0,0,2,119,0,661.1111111,0,0,0,0,79.33333333,0.0433333333333333,6,2,NA,NA,-0.415898871126373,1.02065118478544,NA
"2","A","PA","PA068",0.00183333333333333,6,2,"PHAQ",0,0,7,0,0,0,0,0,0,0,0,0.000333333333333333,6,2,NA,NA,-0.324040892109879,-0.475530665638671,NA
"9","A","PA","PA099",0,6,0,"PHAQ",0,0,9,0,0,0,0,0,0,0,0,0,6,0,NA,NA,-0.415898871126373,-0.487128974556688,NA
"9","A","PA","PA100",0.0416666666666667,6,1,"PHAQ",0,0,9,0,0,0,0,0,0,0,0,0.0085,6,2,NA,NA,1.67178247015758,-0.19137209714727,NA
"9","A","PA","PA101",0.0168333333333333,6,2,"PHAQ",0,0,9,0,0,0,0,0,0,0,0,0.000166666666666667,6,1,NA,NA,0.427524390752346,-0.481329820097679,"AC"
"9","B","PA","PA102",0.0166666666666667,6,1,"PHAQ",0,0,7,0,4.444444444,1.111111111,0,0,0,0,0,NA,NA,NA,NA,NA,0.41917366538721,NA,NA
"9","B","PA","PA103",0.00166666666666667,6,1,"PHAQ",0,0,7,0,4.444444444,1.111111111,0,0,0,0,0,NA,NA,NA,NA,NA,-0.332391617475014,NA,NA
"9","B","PA","PA104",0,6,0,"PHAQ",0,0,7,0,4.444444444,1.111111111,0,0,0,0,0,NA,NA,NA,NA,NA,-0.415898871126373,NA,NA
"9","C","PA","PA105",0.00183333333333333,6,2,"PHAQ",0,0,4,0,2.222222222,120,162.2222222,0,0,0,0,0,6,0,NA,NA,-0.324040892109879,-0.487128974556688,NA
"9","C","PA","PA106",0.0833333333333333,6,1,"PHAQ",0,0,4,0,2.222222222,120,162.2222222,0,0,0,0,0.000166666666666667,6,1,NA,NA,3.75946381144154,-0.481329820097679,NA
"9","C","PA","PA107",0,6,0,"PHAQ",0,0,4,0,2.222222222,120,162.2222222,0,0,0,0,0,6,0,NA,NA,-0.415898871126373,-0.487128974556688,NA
"9","D","PA","PA108",0.1,6,2,"PHAQ",0,0,3,0.277777778,0,102.7777778,0,0,0,0,2.5,NA,NA,NA,NA,NA,4.59453634795513,NA,NA
"9","D","PA","PA109",0.00183333333333333,6,2,"PHAQ",0,0,3,0.277777778,0,102.7777778,0,0,0,0,2.5,NA,NA,NA,NA,NA,-0.324040892109879,NA,NA
"9","E","PA","PA111",0.000333333333333333,6,2,"PHAQ",0,2,2,95.55555556,0,60,0,0,0,0,0,0,6,0,NA,NA,-0.399197420396101,-0.487128974556688,NA
"9","E","PA","PA112",0,6,0,"PHAQ",0,2,2,95.55555556,0,60,0,0,0,0,0,5e-04,6,3,NA,NA,-0.415898871126373,-0.469731511179663,"G"
"10","B","PA","PA364",0.0435,6,3,"PHAQ",0,0,4,0,0,194.4444444,0,0,0,0,0,NA,NA,NA,NA,NA,1.76364044917408,NA,NA
"10","B","PA","PA396",0.0085,6,2,"PHAQ",0,0,4,0,0,194.4444444,0,0,0,0,0,NA,NA,NA,NA,NA,0.00998812249555462,NA,NA
"10","B","PA","PA402",0,6,0,"PHAQ",0,0,4,0,0,194.4444444,0,0,0,0,0,NA,NA,NA,NA,NA,-0.415898871126373,NA,NA
"10","A","PA","PA403",0.000166666666666667,6,1,"PHAQ",0,0,5,0,0,81.66666667,38.33333333,0,0,0,0,0.00183333333333333,6,2,NA,NA,-0.407548145761237,-0.423338275507598,NA
"10","E","PA","PA412",0.00183333333333333,6,2,"PHAQ",0,2,2,50,83.33333333,146.6666667,220,0,0,0,0,0.000166666666666667,6,1,NA,NA,-0.324040892109879,-0.481329820097679,NA
"10","A","PA","PA434",0.000333333333333333,6,2,"PHAQ",0,0,5,0,0,81.66666667,38.33333333,0,0,0,0,0.00166666666666667,6,1,NA,NA,-0.399197420396101,-0.429137429966606,"L"
"10","A","PA","PA435",0.000166666666666667,6,1,"PHAQ",0,0,5,0,0,81.66666667,38.33333333,0,0,0,0,0.000166666666666667,6,1,NA,NA,-0.407548145761237,-0.481329820097679,NA
"10","D","PA","PA621",0.000166666666666667,6,1,"PHAQ",0,0,5,0,13.33333333,140,60,0,0,0,10,NA,NA,NA,NA,NA,-0.407548145761237,NA,NA
"10","D","PA","PA623",0.000166666666666667,6,1,"PHAQ",0,0,5,0,13.33333333,140,60,0,0,0,10,NA,NA,NA,NA,NA,-0.407548145761237,NA,NA
"10","D","PA","PA624",0.00833333333333333,6,1,"PHAQ",0,0,5,0,13.33333333,140,60,0,0,0,10,NA,NA,NA,NA,NA,0.00163739713041875,NA,NA
"10","C","PA","PA628",5e-04,6,3,"PHAQ",0,0,3,0,1.666666667,18.33333333,45,0,0,0,0,NA,NA,NA,NA,NA,-0.390846695030965,NA,NA
"10","C","PA","PA629",0.042,6,3,"PHAQ",0,0,3,0,1.666666667,18.33333333,45,0,0,0,0,0.0101666666666667,6,3,NA,NA,1.68848392088786,-0.133380552557188,NA
"10","E","PA","PA638",0.00333333333333333,6,2,"PHAQ",0,2,2,50,83.33333333,146.6666667,220,0,0,0,0,0.0168333333333333,6,2,NA,NA,-0.248884363823656,0.0985856258031391,NA
"10","C","PA","PA640",0.000166666666666667,6,1,"PHAQ",0,0,3,0,1.666666667,18.33333333,45,0,0,0,0,0.00333333333333333,6,2,NA,NA,-0.407548145761237,-0.371145885376524,NA
"6","E","AB","AB127",5e-04,2,1,"ELGL",1,0,1,264.4444444,37.77777778,377.7777778,0,0,0,0,0,0.1875,4,2,4,-0.41718673465326,-0.56017579163565,0.934887419589724,NA
"2","C","SP","SP004",0.00333333333333333,6,2,"PHAQ",0,4,4,70,0,81.66666667,0,0,0,202.2222222,0,0.047,6,6,46,-0.633126056000137,-0.818127651940661,1.73888866580261,"B"
"2","C","SP","SP005",0.0035,6,3,"PHAQ",0,4,4,70,0,81.66666667,0,0,0,202.2222222,0,0.000333333333333333,6,2,119.35,-0.346209644637336,-0.810049667679026,-1.18762840870633,"I"
"2","C","SP","SP006",0.000333333333333333,6,2,"PHAQ",0,4,4,70,0,81.66666667,0,0,0,202.2222222,0,5e-04,6,3,106,-0.398429604987621,-0.963531368650089,-1.17717656201166,NA
"2","D","SP","SP012",0.00166666666666667,6,1,"PHAQ",0,4,3,30.55555556,0,183.3333333,0,0,0,0,0,NA,NA,NA,238.76,0.12087540895274,-0.89890749455701,NA,NA
"2","D","SP","SP013",0.0085,6,2,"PHAQ",0,4,3,30.55555556,0,183.3333333,0,0,0,0,0,NA,NA,NA,250.04,0.164998341743093,-0.56771013982998,NA,NA
"2","D","SP","SP014",0.0101666666666667,6,3,"PHAQ",0,4,3,30.55555556,0,183.3333333,0,0,0,0,0,NA,NA,NA,104,-0.406252820021371,-0.486930297213631,NA,NA
"2","E","SP","SP018",0.00666666666666667,6,4,"PHAQ",0,10,0,26.66666667,11.11111111,63.88888889,0,0,0,0,40,0.0188333333333333,6,6,104,-0.406252820021371,-0.656567966707963,-0.0274734255974308,"D"
"2","E","SP","SP019",0.01,6,6,"PHAQ",0,10,0,26.66666667,11.11111111,63.88888889,0,0,0,0,40,0.0151666666666667,6,6,105.28,-0.401245962399771,-0.495008281475266,-0.257414052880276,"D"
"2","E","SP","SP020",0.0433333333333333,6,6,"PHAQ",0,10,0,26.66666667,11.11111111,63.88888889,0,0,0,0,40,0.0203333333333333,6,6,126.9,-0.316677007884928,1.12058857085171,0.0665931946546421,"D"
"1","B","SP","SP024",0.0268333333333333,6,5,"STPU",0,14,0,0,0,53.33333333,0,0,0,0,0,NA,NA,NA,12,-0.766120711573896,0.320868128949858,NA,NA
"1","B","SP","SP025",0.0351666666666667,6,6,"STPU",0,14,0,0,0,53.33333333,0,0,0,0,0,NA,NA,NA,22,-0.727004636405143,0.724767342031602,NA,NA
"1","B","SP","SP026",0.045,6,6,"STPU",0,14,0,0,0,53.33333333,0,0,0,0,0,NA,NA,NA,35,-0.676153738685765,1.20136841346806,NA,NA
"1","C","SP","SP033",0.0151666666666667,6,6,"STPU",0,8,0,0,0,275,0,0,0,0,0,0.0121666666666667,6,6,89,-0.4649269327745,-0.244590769364584,-0.445547293384422,NA
"1","C","SP","SP034",0.092,6,5,"STPU",0,8,0,0,0,275,0,0,0,0,0,0.0055,6,6,295.5333333,0.342950406247085,3.4793599752491,-0.863621161171414,"D"
"1","C","SP","SP035",0.00516666666666667,6,4,"STPU",0,8,0,0,0,275,0,0,0,0,0,0.0103333333333333,6,4,23,-0.723093028888268,-0.729269825062677,-0.560517607025845,NA
"1","E","SP","SP042",0.00216666666666667,6,4,"STPU",0,1,0,75.77777778,0,116.1111111,0,0,0,0,113.6666667,0.004,6,6,764.9766667,2.17922847792151,-0.874673541772105,-0.957687781423487,"AL"
"1","E","SP","SP043",0.00183333333333333,6,2,"STPU",0,1,0,75.77777778,0,116.1111111,0,0,0,0,113.6666667,0.00233333333333333,6,5,4,-0.797413571708898,-0.890829510295375,-1.06220624837023,"AL"
"4","A","SP","SP071",0.0218333333333333,6,6,"STPU",0,7,0,0,4.444444444,248.8888889,0,0,0,0,115.5555556,0.0203333333333333,6,6,922.2333333,2.79435483707282,0.0785286011008111,0.0665931946546421,"B"
"4","A","SP","SP072",0.00366666666666667,6,4,"STPU",0,7,0,0,4.444444444,248.8888889,0,0,0,0,115.5555556,0.0255,6,6,236.0333333,0.110209758993007,-0.801971683417391,0.39060044218956,"B"
"4","A","SP","SP073",0.0188333333333333,6,5,"STPU",0,7,0,0,4.444444444,248.8888889,0,0,0,0,115.5555556,0.022,6,6,166.6833333,-0.161060222302293,-0.0668751156086167,0.17111166160139,NA
"4","B","SP","SP074",0.0203333333333333,6,6,"STPU",0,6,0,21.33333333,0,66.66666667,0,0,0,506.6666667,32,NA,NA,NA,289.5666667,0.319611148323837,0.0058267427460972,NA,NA
"4","B","SP","SP075",0.0121666666666667,6,6,"STPU",0,6,0,21.33333333,0,66.66666667,0,0,0,506.6666667,32,NA,NA,NA,184.9333333,-0.0896733851193196,-0.389994486074012,NA,NA
"4","B","SP","SP076",0.025,6,2,"STPU",0,6,0,21.33333333,0,66.66666667,0,0,0,506.6666667,32,NA,NA,NA,191.0166667,-0.0658777724642212,0.232010302071874,NA,NA
"4","C","SP","SP077",0.0301666666666667,6,6,"STPU",0,7,0,7.222222222,11.11111111,297.2222222,0,0,0,0,28.88888889,0.0106666666666667,6,6,358.9166667,0.590881129619137,0.482427814182555,-0.539613913636495,"B"
"4","C","SP","SP078",0.0353333333333333,6,6,"STPU",0,7,0,7.222222222,11.11111111,297.2222222,0,0,0,0,28.88888889,0.0121666666666667,6,6,206.8333333,-0.00400918049975116,0.732845326293237,-0.445547293384422,"D"
"4","C","SP","SP079",0.0218333333333333,6,6,"STPU",0,7,0,7.222222222,11.11111111,297.2222222,0,0,0,0,28.88888889,0.022,6,6,410.0166667,0.790764273731463,0.0785286011008111,0.17111166160139,NA
"4","D","SP","SP080",0.00533333333333333,6,5,"STPU",0,2,0,0,38.88888889,840,0,0,0,0,54.44444444,NA,NA,NA,1036.6,3.24171235021651,-0.721191840801042,NA,NA
"4","D","SP","SP081",0.000666666666666667,6,4,"STPU",0,2,0,0,38.88888889,840,0,0,0,0,54.44444444,NA,NA,NA,181.2833333,-0.103950752555914,-0.947375400126819,NA,NA
"4","E","SP","SP082",0.00233333333333333,6,5,"STPU",0,1,0,0,471.1111111,382.2222222,0,0,0,0,62.22222222,0.0301666666666667,6,6,762.85,2.1709097924719,-0.86659555751047,0.683252149640454,NA
"8","D","SP","SP086",0.012,6,5,"ELGL",5,4,0,8,6.666666667,3.333333333,80,46.66666667,0,0,48.66666667,NA,NA,NA,214.09,0.0243760515114273,-0.398072470335647,NA,NA
"8","C","SP","SP089",0.00383333333333333,6,5,"ELGL",6,4,0,0,253.3333333,53.33333333,0,0,0,0,0,0.027,6,6,127.37,-0.314838552351996,-0.793893699155756,0.484667062441634,NA
"8","C","SP","SP090",0.0136666666666667,6,6,"ELGL",6,4,0,0,253.3333333,53.33333333,0,0,0,0,0,0.0536666666666667,6,6,120.1433333,-0.343106436137668,-0.317292627719298,2.1569625335896,"E"
"8","A","SP","SP093",0.0085,6,2,"ELGL",7,4,0,0,0,28.88888889,0,0,0,0,0,0.00233333333333333,6,5,100,-0.421899250088872,-0.56771013982998,-1.06220624837023,NA
"8","A","SP","SP095",0.002,6,3,"ELGL",7,4,0,0,0,28.88888889,0,0,0,0,0,0.0136666666666667,6,6,131,-0.300639417065739,-0.88275152603374,-0.351480673132349,NA
"3","B","SP","SP196",0.0416666666666667,6,4,"STPU",0,4,0,104,0,26.66666667,0,0,0,857.7777778,69.33333333,NA,NA,NA,60,-0.578363550763883,1.03980872823536,NA,NA
"3","B","SP","SP197",0.0506666666666667,6,6,"STPU",0,4,0,104,0,26.66666667,0,0,0,857.7777778,69.33333333,NA,NA,NA,71,-0.535335868078255,1.47601987836365,NA,NA
"3","B","SP","SP198",0.0338333333333333,6,5,"STPU",0,4,0,104,0,26.66666667,0,0,0,857.7777778,69.33333333,NA,NA,NA,102.05,-0.413880454679278,0.660143467938523,NA,NA
"3","C","SP","SP201",0.0283333333333333,6,5,"STPU",0,6,0,63.55555556,0,42.77777778,0,0,0,421.6666667,95.33333333,0.0618333333333333,6,6,10,-0.773943926607647,0.393569987304572,2.66910302162866,"W"
"3","C","SP","SP202",0.0203333333333333,6,6,"STPU",0,6,0,63.55555556,0,42.77777778,0,0,0,421.6666667,95.33333333,0.0203333333333333,6,6,171.6,-0.141828151880603,0.0058267427460972,0.0665931946546421,"B"
"3","C","SP","SP208",0.0201666666666667,6,4,"STPU",0,6,0,63.55555556,0,42.77777778,0,0,0,421.6666667,95.33333333,0.0166666666666667,6,6,172.25,-0.139285606994634,-0.00225124151553763,-0.163347432628203,"D"
"3","E","SP","SP213",0.044,6,6,"STPU",0,1,0,110.6666667,44.44444444,148.8888889,0,0,0,271.1111111,73.77777778,0.0455,6,6,218.4,0.0412350799091598,1.15290050789825,1.64482204555053,"I"
"6","B","SP","SP222",0.0453333333333333,6,5,"ELGL",6,2,0,83.33333333,5.555555556,388.8888889,0,0,0,0,0,NA,NA,NA,60,-0.578363550763883,1.21752438199133,NA,NA
"6","A","SP","SP236",0.00366666666666667,6,4,"ELGL",7,1,0,130,57.77777778,274.4444444,0,0,115.5555556,0,0,0.0055,6,6,318.1866667,0.431561355456807,-0.801971683417391,-0.863621161171414,"AN"
"6","D","SP","SP244",0.00233333333333333,6,5,"ELGL",3,4,0,122.2222222,18.33333333,409.4444444,0,0,0,0,0,NA,NA,NA,222.94,0.0589937780357735,-0.86659555751047,NA,NA
"6","D","SP","SP248",0.0035,6,3,"ELGL",3,4,0,122.2222222,18.33333333,409.4444444,0,0,0,0,0,NA,NA,NA,280.5066667,0.284171984220947,-0.810049667679026,NA,NA
"6","C","SP","SP250",0.0518333333333333,6,4,"ELGL",7,2,0,77.77777778,31.11111111,443.3333333,0,0,0,0,0,0.0235,6,6,157,-0.198937621626982,1.53256576819509,0.265178281853463,NA
"6","B","SP","SP252",0.0455,6,6,"ELGL",6,2,0,83.33333333,5.555555556,388.8888889,0,0,0,0,0,NA,NA,NA,0,-0.813060001776399,1.22560236625296,NA,NA
"5","C","SP","SP256",0.007,6,6,"ELGL",5,0,0,30.22222222,18.88888889,122.7777778,0,0,0,0,120.8888889,0.0055,6,6,145.8,-0.242747625815985,-0.640411998184694,-0.863621161171414,"AL"
"6","B","SP","SP257",0.000666666666666667,6,4,"ELGL",6,2,0,83.33333333,5.555555556,388.8888889,0,0,0,0,0,NA,NA,NA,248.06,0.15725335885968,-0.947375400126819,NA,NA
